Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1466167609,JHP6961,NY,PAS,02/25/2022,40,SUBN,JEEP,O,36420,26640,50120,20230807,44.0,44,0,0,00C6,0.0,0746A,,BX,F,1130,GRAND CONCOURSE,,0,408,C4,,BBBBBBB,ALL,ALL,GREY,0.0,2015,-,0,,,,,
1466167658,KTF8920,NY,PAS,03/28/2022,17,SDN,CHEVR,O,36420,26640,50120,20231020,44.0,44,0,0,00C6,0.0,0756A,,BX,F,1125,GRAND CONCOURSE,,0,408,E2,,YYYYYBB,0700A,0700P,BLK,0.0,2013,-,0,,,,,
1466167671,J26NMU,NJ,PAS,03/31/2022,17,SDN,HONDA,O,36420,26640,50120,0,44.0,44,0,0,00C6,0.0,0730A,,BX,F,1118,GRAND CONCOURSE,,0,408,F1,,YYYYYBB,0700A,0700P,SLVR,0.0,0,-,0,,,,,
1466167749,KRM7670,NY,PAS,03/07/2022,17,SDN,TOYOT,O,36420,26640,50120,20230913,44.0,44,0,0,00C6,0.0,0740A,,BX,F,1125,GRAND CONCOURSE,,0,408,C4,,YYYYYBB,0700A,0700P,,0.0,0,-,0,,,,,
1466167970,KVD5947,NY,PAS,06/06/2022,17,SDN,BMW,O,0,40404,40404,20240412,120.0,120,0,0,0RSC,0.0,0918A,0900A,R,F,130,STUYVESTANT PLACE,,0,408,C,,YYYYYBB,0700A,0700P,BK,0.0,2013,-,0,,,,,
1466167993,KKZ5329,99,PAS,06/13/2022,17,SDN,AC,O,47568,45050,50300,20230311,120.0,120,0,0,RCSC,0.0,0958A,0950A,R,O,11,SCHUYLER,,20220613,408,C4,,YYYYYBB,0700A,0502P,BL,0.0,0,-,0,,,,,
1466168006,KAB7017,MS,PAS,06/17/2022,17,SDN,BMW,O,0,40404,40404,0,120.0,120,0,0,RCSC,0.0,0920A,0900A,MS,O,11,SCHLYER ST,,20220611,408,C4,,YYYYYBB,0700A,0500P,GREY,0.0,0,-,0,,,,,
1466168031,JFC5321,NY,PAS,06/27/2022,17,SDN,BCK,O,50300,47568,33990,20240326,120.0,120,0,0,0RSC,0.0,0840A,0840A,R,F,130,STUYVESANT PL,,0,408,C4,,YYYYYBB,0700A,0700A,GRN,0.0,0,-,0,,,,,
1466168055,HUS1845,NY,PAS,07/05/2022,14,SDN,MITSU,O,50300,47568,33990,20230904,120.0,120,0,0,NYSJ,0.0,0805A,0805A,,F,130,STUYVESANT PL,,0,408,J2,,YYYYYBB,0700A,0700P,GRAY,0.0,2017,-,0,,,,,
1466170827,G7140K,FL,PAS,09/08/2021,40,SUBN,TOYOT,O,16790,21690,22040,0,102.0,102,0,0,0QSC,0.0,1013A,,Q,F,126-02,82ND AVE,,0,408,C4,,BBBBBBB,ALL,ALL,GREY,0.0,0,-,0,,,,,
1466171030,LHG5893,PA,PAS,06/01/2022,17,SDN,TOYOT,O,21690,15750,0,0,102.0,102,0,0,0QSC,0.0,0815A,,Q,O,,126TH STREET,BORO HALL,0,408,E2,,YYYYYBB,0700,0700,WHITE,0.0,0,-,0,,,,,
1466194832,KUT7702,NY,PAS,06/14/2022,20,SUBN,BMW,3,25645,97690,29605,20240131,19.0,19,977,501975,0977,0.0,1100A,,,F,688,MAIN ST,,0,408,F3,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,
1466194844,KSS1718,NY,PAS,06/20/2022,38,SDN,AUDI,3,25645,29590,0,20221207,19.0,19,977,521975,0977,0.0,1017A,,NY,F,455,MAIN ST,RI,0,408,C,,YYYYYYB,0700A,0700P,BK,0.0,2022,-,0,,,,,
1466194856,JGL3808,NY,PAS,06/20/2022,38,SDN,PATH,3,25645,29590,0,20230417,19.0,19,977,521975,0977,0.0,1021A,,NY,F,455,MAIN ST,RI,0,408,I4,,YYYYYYB,0700A,0700P,BK,0.0,2008,-,0,,,,,
1466194900,JGY4135,NY,PAS,07/05/2022,68,SDN,HONDA,3,25645,32625,32625,20230412,19.0,19,977,521975,0977,0.0,0742A,,NY,F,645,MAIN ST,,0,408,A1,,YYYYYBB,0700A,0400P,WH,0.0,2017,-,0,,,,,
1466194959,HVE5814,NY,PAS,07/06/2022,53,SUBN,TOYOT,3,25645,13113,13113,20230911,19.0,19,977,521975,0977,0.0,0721A,,NY,F,455,MAIN ST,,0,408,E2,,BBBBBBB,ALL,ALL,BURG,0.0,2017,-,0,,,,,
1466372370,KLJ6357,NY,PAS,07/25/2022,19,SDN,HONDA,P,13610,36550,36570,20230412,30.0,30,30,963300,0030,0.0,1233A,,NY,F,3422,BROADWAY,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0.0,2021,-,0,,,,,
1466372394,KPG8916,NY,PAS,06/25/2022,19,SDN,,P,13610,36550,36570,20231204,30.0,30,30,963300,0030,0.0,1240A,,NY,F,3428,BROADWAY,,0,408,C3,,BBBBBBB,ALL,ALL,WHI,0.0,2018,-,0,,,,,
1466372783,JRD6768,NY,PAS,07/10/2022,46,SDN,HONDA,P,36510,13610,29690,20220630,30.0,30,30,965332,0030,0.0,0705P,,NY,O,609,W 137 ST,,0,408,C,,BBBBBBB,ALL,ALL,TAN,0.0,2004,-,0,,,,,
1466372990,JMB2368,NY,PAS,07/09/2022,46,SDN,,P,36750,15910,11710,20231113,30.0,30,30,968802,0030,0.0,0933P,,NY,O,466,W 149 ST,,0,408,E3,,BBBBBBB,ALL,ALL,GRY,0.0,2019,-,0,,,,,
1466373362,KRM7844,NY,PAS,07/04/2022,46,SUBN,ME/BE,P,36930,11115,0,20240415,30.0,30,30,970153,0030,0.0,0350P,,NY,,,W 158 ST,HENRY HUDSON PKWY,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,
1466373398,KRR2099,NY,PAS,07/04/2022,46,SUBN,HONDA,P,36930,11115,0,20231118,30.0,30,30,970153,0030,0.0,0358P,,NY,,,W 158 ST,HENRY HUDSON PKWY,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2022,-,0,,,,,
1466373556,KJW1477,NY,PAS,06/12/2022,41,VAN,ROVER,P,29690,13113,36890,20230131,30.0,30,30,970356,0030,0.0,1135A,,NY,F,780,RIVERSIDE DR,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0.0,2004,-,0,,,,,
1467529230,GLB5149,NY,PAS,06/14/2022,46,SDN,HONDA,P,48622,56240,45520,20231128,121.0,121,121,968034,0121,0.0,0010A,0009A,R,F,22,SPARTAN AVENUE,,0,408,D,,BBBBBBB,ALL,ALL,GRY,0.0,2013,-,0,,,,,
1471479304,LCX8731,PA,PAS,06/29/2022,14,SDN,HYUND,P,60140,47690,55190,20220731,101.0,101,101,966537,0101,0.0,0854A,,Q,F,2310,REGINA AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2016,-,0,,,,,
1471480884,KGM4249,NY,PAS,06/30/2022,98,SDN,ACURA,P,56590,59090,38850,20230106,101.0,101,101,965286,0101,0.0,1105P,1105A,Q,F,22-44,NAMEOKE STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2021,-,0,,,,,
1471480896,KVN6815,NY,PAS,06/30/2022,98,SDN,DODGE,P,43190,56090,44040,20240617,101.0,101,10,965286,0010,0.0,1115P,1115A,Q,F,13-40,EGGERT PLACE,,20220630,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2007,-,0,,,,,
1471500214,KRM5825,NY,PAS,06/15/2022,98,SUBN,NISSA,P,50610,38190,48090,20230731,101.0,101,101,966537,0101,0.0,0800A,,Q,F,4,HURLEY COURT,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2018,-,0,,,,,
1471501929,KHM6761,NY,PAS,07/06/2022,98,SUBN,TOYOT,P,57090,30340,47690,20221104,101.0,101,101,955752,0101,0.0,0830A,,,F,22-52,NEW HAVEN AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,GY,0.0,2018,-,0,,,,,
1471501930,KVN4199,NY,PAS,07/01/2022,98,SDN,HONDA,P,49090,42290,29571,20240329,101.0,101,101,965948,0101,0.0,0755A,,Q,F,23-77,HEALY AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GOLD,0.0,2002,-,0,,,,,
1471512058,KJB6077,NY,PAS,06/05/2022,40,SDN,LEXUS,P,60810,41070,17140,20230224,102.0,102,102,959599,0102,0.0,0737P,,Q,F,83-10,ROCKAWAY BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2014,-,0,,,,,
1471512125,KWS6333,NY,PAS,07/02/2022,46,SDN,BMW,P,51090,22040,22040,20240516,102.0,102,102,959599,0102,0.0,0217A,,Q,F,132-02A,JAMAICA AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2004,-,0,,,,,
1471512137,HRZ6024,NY,PAS,07/01/2022,40,SUBN,HONDA,P,21390,17190,49690,20220926,102.0,102,102,959599,0102,0.0,1108P,,Q,F,85-24,121 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GOLD,0.0,2007,-,0,,,,,
1471512150,KRB0018,PA,PAS,07/01/2022,78,DELV,MITSU,P,21690,55690,49690,0,102.0,102,102,959599,0102,0.0,0923P,,Q,O,85-36,126 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1471519636,JNK6035,NY,PAS,06/22/2024,98,SUBN,NISSA,P,22620,27215,27220,20240203,105.0,105,105,943091,0105,0.0,0955A,,,,247-18,139 AVE,,0,408,M5,,BBBBBBB,ALL,ALL,BL,0.0,2014,-,0,,,,,
1471519648,GKE6645,NY,PAS,06/22/2022,98,SUBN,NISSA,P,27190,55460,22700,20220611,105.0,105,105,943091,0105,0.0,1015A,,,F,140-38,243 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WHT,0.0,2018,-,0,,,,,
1471523482,JNNY971,NY,PAS,06/20/2022,14,SUBN,NISSA,P,17790,46660,27110,20210417,105.0,105,105,928260,0105,0.0,0500A,,Q,F,236-01,88 AVE,,0,408,D,,BBBBBBB,ALL,ALL,SW,0.0,2008,-,0,,,,,
1471526549,MSI,99,PAS,06/06/2022,20,SDN,TOYOT,P,31890,60820,35290,0,100.0,100,100,948014,0100,0.0,0146P,,Q,F,330,B 67 ST,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1471526550,M57MLB,NJ,PAS,06/10/2022,20,SUBN,FORD,P,56990,35125,35130,0,100.0,100,100,948014,0100,0.0,0315A,,Q,F,147-16,NEPONSIT AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1471533372,HXU3159,NY,PAS,06/08/2022,98,VAN,CHEVR,P,25740,21290,21420,20240331,113.0,113,113,965238,0113,0.0,0740P,,Q,F,121-21,196 ST,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2018,-,0,,,,,
1471533402,KDW2451,NY,PAS,06/28/2022,98,SUBN,JEEP,P,53890,66290,22640,20220626,113.0,113,113,965238,0113,0.0,0114P,0114A,Q,F,138-19,LINDEN BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,RD,0.0,2017,-,0,,,,,
1471535721,KUB6370,NY,PAS,06/15/2022,98,SDN,HONDA,P,20910,25440,25540,20230827,113.0,113,113,972609,0113,0.0,1245P,,,F,192-23,116 ROAD,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0.0,2013,-,0,,,,,
1471537729,M25PXL,NJ,PAS,06/25/2022,46,SUBN,HONDA,P,29090,57190,62695,20260620,113.0,113,113,956511,0113,0.0,0549P,,,F,163-13,BAISLEY BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2022,-,0,,,,,
1471537778,KHY6181,NY,PAS,06/10/2022,98,SUBN,HONDA,P,23090,45290,21190,20230218,113.0,113,113,956511,0113,0.0,0710P,,Q,O,117-12,147 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2007,-,0,,,,,
1471542488,JPW8989,NY,PAS,06/18/2022,40,SDN,NISSA,P,17290,17090,35780,20220626,107.0,107,102,962430,0102,0.0,0035A,,Q,O,141-12,85 RD,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2018,-,0,,,,,
1471542506,JFM9175,NY,PAS,06/14/2022,98,SDN,HONDA,P,15290,66690,23090,20230214,107.0,107,107,962430,0107,0.0,0040A,,Q,F,144-52,72 RD,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0.0,2022,-,0,,,,,
1471542518,KWC3993,NY,PAS,06/12/2022,98,SDN,CHEVR,P,24290,50290,13540,20240421,107.0,107,107,962430,0107,0.0,0635A,,Q,F,61-40,165 ST,,0,408,E3,,BBBBBBB,ALL,ALL,GY,0.0,2012,-,0,,,,,
1471542555,JJL7023,NY,PAS,06/18/2022,40,SUBN,HONDA,P,17390,22640,22840,20230602,107.0,107,107,962430,0107,0.0,0244A,,Q,F,139-81,86 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2019,-,7,,,,,
1471546020,KPJ1204,NY,PAS,06/25/2022,40,,BMW,P,33240,62200,0,20230501,100.0,100,100,966676,0100,0.0,0820P,0820P,,,,B 95,SHORE FRONT PARKWAY,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471549367,L42PIM,NJ,PAS,06/10/2022,51,SUBN,LEXUS,P,18040,23290,23490,0,103.0,103,103,960516,0103,0.0,1054A,,Q,F,152-11,89 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,0,-,0,,,,,
1471550400,L48YTM,CT,PAS,06/20/2022,98,VAN,HONDA,P,54190,20240,45090,0,103.0,103,103,965946,0103,0.0,0504A,,Q,F,109-24,LIVERPOOL ST,,0,408,F2,,BBBBBBB,ALL,ALL,GREEN,0.0,0,-,0,,,,,
1471561082,KBX1665,NY,PAS,07/03/2022,19,SDN,ME/BE,P,55590,26940,26990,20230930,105.0,105,105,965016,0105,0.0,0111A,,Q,F,222-02,MERRICK BLVD,,0,408,5,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471561100,KTY1249,NY,PAS,07/03/2022,19,SDN,BMW,P,55590,26940,26990,20231130,105.0,105,105,962608,0105,0.0,0110A,,Q,F,222-02,MERRICK BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471577843,KSP1887,NY,PAS,06/30/2022,98,SUBN,FORD,P,19540,19590,53790,20230816,106.0,106,106,962403,0106,0.0,1125A,,Q,F,103-44,102 STREET,,0,408,J2,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,
1471587848,KWS6013,NY,PAS,07/04/2022,20,SDN,TOYOT,P,33640,62200,60790,20240518,100.0,100,100,960931,0100,0.0,0505P,,Q,F,1,BEACH 105 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,2001,-,0,,,,,
1471587850,JPP2219,NY,PAS,07/04/2022,20,SDN,HYUND,P,34540,60790,57290,20240303,100.0,100,100,960931,0100,0.0,,,Q,F,202,BEACH 127 ST,,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,2020,-,0,,,,,
1471587873,KDA4428,NY,PAS,07/04/2022,20,SDN,INFIN,P,35130,60790,56990,20220720,100.0,100,100,960931,0100,0.0,0650P,,Q,O,211,BEACH 148 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,2020,-,0,,,,,
1471588816,M83NWZ,NJ,PAS,07/03/2022,40,SUBN,HYUND,P,64890,20740,20730,20230620,106.0,106,106,961433,0106,0.0,1120P,,Q,,,R/O 114-19 SUTTER AV,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0.0,2008,-,0,,,,,
1487693369,J5748,RI,PAS,06/17/2022,98,SUBN,KIA,P,8940,7790,7990,0,114.0,114,114,942595,0114,0.0,0101P,,Q,F,3086,37 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WT,0.0,2022,-,0,,,,,
1471588828,HFB4092,NY,PAS,07/03/2022,40,SUBN,HONDA,P,64890,20840,20940,20240301,106.0,106,106,961433,0106,0.0,1005P,,Q,,,S/O 115-20 SUTTER AV,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2016,-,0,,,,,
1471593976,JKZ6580,NY,PAS,07/04/2022,20,SDN,HYUND,P,34640,60790,57290,20230808,100.0,100,100,960931,0100,0.0,0415P,,Q,O,201,BEACH 129 ST,,0,408,D,,BBBBBBB,ALL,ALL,TN,0.0,2001,-,0,,,,,
1471598470,JDX6622,NY,PAS,06/03/2022,14,P-U,CHEVR,P,0,0,0,20221105,100.0,100,100,960590,0100,0.0,0250A,,Q,,,S/O 117TH,OCEAN PROM,0,408,C,,BBBBBBB,ALL,ALL,RED,0.0,2016,-,0,,,,,
1471601730,IASR28,NY,PAS,06/21/2022,40,SDN,TOYOT,P,26240,18140,18290,20231203,105.0,105,105,952171,0105,0.0,1105A,,Q,,,S/O 90-66 209 STREET,,0,408,5,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
1471601754,KMG9979,NY,PAS,06/21/2022,98,SDN,ACURA,P,26190,18640,51090,20230609,105.0,105,105,952171,0105,0.0,1115A,,Q,F,94-24,208 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,,,,,
1471601766,JML3955,NY,PAS,06/22/2022,98,SUBN,HYUND,P,25090,23032,23042,20231123,105.0,105,105,952171,0105,0.0,1030A,,Q,,,S/O 146-46 182 STREE,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2011,-,0,,,,,
1471601778,KTC9842,NY,PAS,07/04/2022,50,SUBN,BMW,P,55590,26850,26860,20240104,105.0,105,105,952171,0105,0.0,1140P,,,F,219-07,MERRICK BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2016,-,0,,,,,
1471624638,KXD2720,NY,PAS,06/25/2022,98,SDN,NISSA,P,20730,22090,22190,20240519,106.0,106,106,894140,0106,0.0,1159A,,Q,F,133-36,114 PL,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2016,-,0,,,,,
1471629272,KRA5928,NY,PAS,07/04/2022,98,SDN,VOLKS,P,21790,53790,19990,20230723,106.0,106,106,935865,0106,0.0,0530P,,,F,104-16,128 ST,,0,408,K4,,BBBBBBB,ALL,ALL,GY,0.0,2020,-,0,,,,,
1471635521,JJC2629,NY,PAS,06/24/2022,98,SDN,BMW,P,24190,50290,13540,20230728,107.0,107,107,968844,0107,0.0,1120P,,Q,F,61-16,163 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1471636070,HJN1276,NY,PAS,05/17/2022,98,SDN,TOYOT,P,15390,24040,24140,20220718,107.0,107,107,964234,0107,0.0,1002A,,Q,,160-25,73 AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0.0,2004,-,0,,,,,
1471639216,HKF9855,NY,PAS,06/09/2022,14,SDN,SUBAR,P,60790,34090,34140,20220906,100.0,100,100,956925,0100,0.0,0619P,,Q,O,118-17,ROCKAWAY BEACH BLVD,,0,408,E3,,BBBBBBB,ALL,ALL,BL,0.0,2017,-,0,,,,,
1471639228,JMM4609,NY,PAS,06/14/2022,14,SDN,VOLKS,P,34640,57970,60790,20231106,100.0,100,100,956925,0100,0.0,0650P,,Q,F,195,BEACH 129 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,
1471662019,JKR1322,NY,PAS,06/13/2022,95,SDN,BUICK,P,17740,40404,40404,20221209,106.0,106,106,964331,0106,0.0,0814P,0814P,,F,165-33,87 ST,,20220613,408,99,,BBBBBBB,ALL,ALL,RD,0.0,1996,-,0,,,,,
1471662391,KMN5562,NY,PAS,06/20/2022,40,SUBN,HONDA,P,20190,53790,19990,20230711,106.0,106,106,960536,0106,0.0,0805P,,Q,F,104-44,108 ST,,0,408,F2,,BBBBBBB,ALL,ALL,TAN,0.0,2004,-,0,,,,,
1471662767,KKG7763,NY,PAS,07/11/2022,51,SUBN,NISSA,P,20240,21040,21140,20230827,106.0,106,106,964534,0106,0.0,0957P,,Q,F,117-05,109 AVENUE,,0,408,5,,BBBBBBB,ALL,ALL,GY,0.0,2014,-,0,,,,,
1471700252,K70525,CT,COM,07/07/2022,78,DUMP,INTER,P,49690,42785,27108,0,105.0,105,105,952171,0105,0.0,0901P,,Q,O,236-02,HILLSIDE AVE,,0,408,5,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1471705894,GYG9218,NY,PAS,06/30/2022,97,SUBN,FORD,P,22280,57550,40453,20230429,113.0,113,113,941780,0113,0.0,0134P,,Q,O,151-17,136 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,RD,0.0,2010,-,0,,,,,
1471710877,GYT8252,NY,PAS,06/09/2022,98,SUBN,HONDA,P,23020,21190,21290,20230630,113.0,113,113,967966,0113,0.0,0832P,0830P,Q,F,119-34,145 ST,,0,408,K6,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471717549,KKZ7692,NY,PAS,06/11/2022,19,SUBN,NISSA,P,44690,24840,23050,20230411,105.0,105,105,967089,0105,0.0,0300P,,Q,F,146-85,FARMERS BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0.0,2021,-,0,,,,,
1471718694,KFV3820,NY,PAS,06/19/2022,98,SUBN,HONDA,P,49690,26490,26545,20220823,105.0,105,105,954400,0105,0.0,1148A,,Q,F,213-81,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0,,,,,
1471720093,KNC4141,NY,PAS,06/26/2022,40,SDN,BMW,P,0,0,0,20230718,101.0,101,103,0,0103,0.0,0149A,,Q,F,,C/O 273 ST,MERRICK,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,2012,-,0,,,,,
1471720100,HKR7469,NY,PAS,06/26/2020,98,SDN,,P,0,40404,40404,20220925,107.0,107,105,949225,0105,0.0,0152A,,Q,O,134-11,223 S,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,,,,,
1471732770,JUM3375,NY,PAS,07/02/2022,46,SUBN,LX,P,24940,19790,19890,20230923,103.0,103,103,955969,0103,0.0,0518A,,Q,F,105-04,177 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471751193,KSP3331,NY,PAS,06/23/2022,67,SDN,DODGE,P,23640,23650,18190,20230908,103.0,103,103,951247,0103,0.0,0505A,,Q,O,90-33,GRACE COURT,,0,408,F2,,BBBBBBB,ALL,ALL,SILVE,0.0,2010,-,0,,,,,
1471751200,KVN6289,NY,PAS,06/22/2022,98,SDN,FORD,P,24040,20140,20240,20240511,103.0,103,103,951247,0103,0.0,1159A,,Q,F,108-41,160 ST,,0,408,F7,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0,,,,,
1471762713,KER4946,NY,PAS,07/01/2022,46,,DODGE,P,63290,56013,65617,20220701,105.0,105,105,960642,0105,0.0,0716P,,Q,F,121-50,SPRINGFIELD BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0.0,2019,-,0,,,,,
1471770503,KTB6686,NY,PAS,07/03/2022,40,SDN,NISSA,P,19940,64890,41700,20231110,106.0,106,106,963435,0106,0.0,0323A,,,F,132-19,106 ST,,0,408,K6,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471775987,JGA2266,NY,COM,06/17/2022,78,DELV,SEMBR,P,27125,17590,41700,20230723,105.0,105,105,935130,0105,0.0,0210A,,NY,F,87-06,239 ST,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0.0,1999,-,0,,,,,
1471786912,JHF8217,NY,PAS,06/25/2022,98,SDN,VOLKS,P,24940,29090,21290,20230521,113.0,113,113,960056,0113,0.0,0123A,,,F,119-66,177 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1471786950,JMD8837,NY,PAS,06/19/2022,98,SDN,NISSA,P,24810,22390,22670,20231010,113.0,113,113,968763,0113,0.0,1035P,,Q,F,137-07,174 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2018,-,0,,,,,
1471788234,KUX5064,NY,PAS,07/10/2022,40,SDN,VOLVO,P,64790,36990,20385,20240323,113.0,113,171,973478,0171,0.0,1225P,,,F,110-22,SUTPHIN BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2018,-,0,,,,,
1471788283,KYL8204,PA,PAS,06/29/2022,98,SDN,MAZDA,P,45290,23640,29415,0,113.0,113,113,966015,0113,0.0,0830P,,Q,F,155-13,FOCH BLVD,,0,408,K4,,BBBBBBB,ALL,ALL,BLK,0.0,2013,-,0,,,,,
1471788295,GEK9923,NY,PAS,06/29/2022,98,SDN,HONDA,P,45290,23640,29415,20230328,113.0,113,113,966015,0113,0.0,0830P,,Q,F,155-13,FOCH BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,,,,,
1471788404,LWC2546,PA,PAS,07/07/2022,67,SUBN,FORD,P,22135,24790,0,0,113.0,113,113,972703,0113,0.0,1050P,,,,,134 RD,173 ST,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1471815444,LMG9800,PA,PAS,06/29/2022,98,SUBN,ME/BE,P,24730,42730,13430,20230630,88.0,88,88,969059,0088,0.0,0616A,,,F,430,CARLTON AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1471815493,KBT9435,NY,PAS,06/23/2022,40,SDN,FORD,P,89730,43330,42730,20230930,88.0,88,88,961682,0088,0.0,0640A,,K,F,481,WASHINGTON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0.0,2022,-,0,,,,,
1471815857,KMA1334,NY,PAS,06/21/2022,46,SUBN,HONDA,P,54130,79030,79430,20220930,88.0,88,88,969049,0088,0.0,1123P,1123P,,O,80,LAFAYETTE AVENUE,,20220621,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2021,-,0,,,,,
1482157329,HCA8829,NY,PAS,06/18/2022,40,SUBN,TOYOT,P,14330,90930,90880,20231101,62.0,62,62,956117,0062,0.0,1008P,,K,F,79,AVE O,,0,408,J3,,BBBBBBB,ALL,ALL,BK,0.0,2011,-,0,,,,,
1482157378,KPS4420,NY,PAS,06/19/2022,40,SUBN,LEXUS,P,9880,68740,24450,20230819,62.0,62,62,956117,0062,0.0,0938P,,K,F,1645,66 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0.0,2021,-,0,,,,,
1482157494,HKU1758,OH,PAS,06/14/2022,40,,HONDA,P,9780,6580,6680,0,62.0,62,62,969483,0062,0.0,0252A,,K,F,1547,64 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,,,,,
1482157500,KME2928,NY,PAS,06/16/2022,74,SDN,INFIN,P,6780,10630,10680,20230520,62.0,62,62,969483,0062,0.0,0131A,,K,F,8120,17 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2017,-,0,,,,,
